Name,Age,Email,Phone,Discipline,Highest Qualification,Work Experience,Research Works
Tejas Roy,32,naiduchatresh@example.net,1628288189,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Vyanjana Lata,39,zbuch@example.net,03202305630,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,3 years at a leading telecommunications company,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Om Sibal,70,bimala21@example.org,5782103247,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,4 years at Indian Oil Corporation,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Oni Chahal,70,darshramanathan@example.net,06698032157,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Laksh Oak,63,kharesathvik@example.org,09145289627,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,4 years at DRDO in AI and cybersecurity,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Jagdish Baral,57,kataaryan@example.net,03396479228,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,5 years at a leading ceramics manufacturer,Ceramic Materials; High-Temperature Materials; Glass Science
Kalpit Ahluwalia,41,atiwari@example.org,+916429382689,Geology,PhD in Geology; Master's Degree in Applied Geology,5 years at ONGC,Petroleum Geology; Mineralogy; Geotechnical Engineering
Michael Mani,39,iraganguly@example.org,6260338441,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,6 years as a professor in IIT,Mathematical Modelling; Cryptography; Applied Statistics
Lakshit Dass,51,zpatla@example.org,00221508989,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,4 years as a clinical psychologist,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Eesha Bassi,37,lekha62@example.com,08252937645,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,4 years at Tata Steel,Nanomaterials; Composite Materials; Metallurgy
Wazir Varghese,40,ekbalvig@example.org,01879002407,Physics,PhD in Physics; Master's Degree in Applied Physics,5 years at Bhabha Atomic Research Centre,Solid State Physics; Quantum Mechanics; Nanotechnology
Henry Soni,46,morarhardik@example.org,+919600752070,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,4 years in data science,Mathematical Modelling; Cryptography; Applied Statistics
Aditya Kaul,56,cchaudhuri@example.org,08321709761,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Jalsa Sharma,37,chaudryvictor@example.net,+913681459981,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,8 years at DRDO in materials research,Ceramic Materials; High-Temperature Materials; Glass Science
Chatura Raja,48,zchopra@example.com,+913906238008,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,5 years at DRDO in cryptography,Mathematical Modelling; Cryptography; Applied Statistics
Yasti Kata,64,riamajumdar@example.org,8933650231,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Gaurang Rai,55,kmemon@example.net,5543411892,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,4 years in environmental consulting,Climate Modeling; Meteorology; Environmental Science
Gavin Soman,47,qsolanki@example.org,0126275095,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,5 years in polymer research,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Adya Sha,41,vamakshibumb@example.org,5159315395,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,8 years at DRDO,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Bhavika Golla,35,brijesh03@example.org,00670340743,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,7 years at Infosys,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Chakradev Patla,51,maanas59@example.net,9342735867,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,5 years in polymer research,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Netra Sharaf,62,amairadey@example.com,2014515867,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,7 years at DRDO,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Varenya Kar,66,cram@example.com,08608505975,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,7 years at DRDO,Nanomaterials; Composite Materials; Metallurgy
Zilmil Sundaram,70,baraladweta@example.org,9605287223,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,4 years at Tata Steel,Nanomaterials; Composite Materials; Metallurgy
Lakshmi Ganesh,53,vbala@example.net,07045206020,Physics,PhD in Physics; Master's Degree in Applied Physics,4 years in nanotechnology research,Solid State Physics; Quantum Mechanics; Nanotechnology
Fitan Tiwari,33,zehaan06@example.com,07475254514,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,3 years at Boeing,Aerodynamics; Aircraft Design; Aerospace Propulsion
Yutika Misra,67,utkarshgill@example.com,00621672760,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,7 years at DRDO,Aerodynamics; Aircraft Design; Aerospace Propulsion
Oni Issac,69,deepamangal@example.net,4349799720,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,4 years at Maruti Suzuki,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Gopal Mohan,52,pratyushluthra@example.com,3274429690,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Indira Oommen,69,jeet50@example.org,1490390315,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Tripti Thaman,64,sanaya39@example.org,+918086349767,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,4 years in the glass industry,Ceramic Materials; High-Temperature Materials; Glass Science
Kritika Puri,35,kapurganga@example.com,5989348965,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,5 years at DRDO in climate modeling,Climate Modeling; Meteorology; Environmental Science
Deepa Balakrishnan,61,jsarraf@example.net,+919165968022,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,5 years at DRDO in cryptography,Mathematical Modelling; Cryptography; Applied Statistics
Harinakshi Kant,36,nkrishnamurthy@example.org,05815703361,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,5 years in the semiconductor industry,Nanomaterials; Composite Materials; Metallurgy
Dalbir Nath,31,sbarad@example.net,+910827631342,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,4 years at Hindustan Aeronautics Limited,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Devansh Bose,56,chatresh80@example.com,08851752949,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,5 years in automotive industry,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Wazir Seth,65,christopher82@example.net,8964764236,Physics,PhD in Physics; Master's Degree in Applied Physics,5 years at Bhabha Atomic Research Centre,Solid State Physics; Quantum Mechanics; Nanotechnology
Dominic Nagy,43,riyapau@example.net,8797884891,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,4 years at DRDO in AI and cybersecurity,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Pranit Dhaliwal,33,nadigayaan@example.org,1829848481,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,5 years at Bharat Electronics Limited,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Pooja Kapur,49,saisekhon@example.com,+918170796555,Physics,PhD in Physics; Master's Degree in Applied Physics,4 years in nanotechnology research,Solid State Physics; Quantum Mechanics; Nanotechnology
Eshana Gara,69,baralyashodhara@example.org,+917399368546,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,4 years at Maruti Suzuki,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Yash Munshi,46,sarthak39@example.com,+910880844449,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,6 years as a professor in IIT,Mathematical Modelling; Cryptography; Applied Statistics
Oscar Prakash,65,veer88@example.com,+918951936521,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,7 years at DRDO,Aerodynamics; Aircraft Design; Aerospace Propulsion
Eta Krishna,35,jeevika66@example.net,8106382316,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,4 years at Maruti Suzuki,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Benjamin Kanda,34,thomaswarrior@example.com,2639193912,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,7 years at DRDO,Nanomaterials; Composite Materials; Metallurgy
Aarnav Chawla,59,falaksidhu@example.net,07159209320,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,7 years at DRDO,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Mugdha Rout,42,sarafekansh@example.com,7627630847,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Noah Nigam,46,ekajakhanna@example.com,5011271227,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,8 years at DRDO,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Nidra Chatterjee,52,nidra43@example.net,07107826558,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,4 years at Reliance Industries,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Priya Savant,35,patlarushil@example.org,09198753518,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,6 years at DRDO,Power Electronics; Renewable Energy Systems; Smart Grids
Tripti Dayal,48,anneaadhya@example.com,+919624898221,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,8 years at National Institute of Oceanography,Ocean Currents; Marine Ecosystems; Coastal Engineering
Leela Dara,57,sbala@example.net,+919365685826,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,4 years in marine consulting,Ocean Currents; Marine Ecosystems; Coastal Engineering
Vrinda Pathak,62,zayan44@example.com,7512855188,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Lohit Patel,35,atandon@example.com,+915819874439,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,4 years at DRDO in AI and cybersecurity,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Nandini Balasubramanian,61,tejas34@example.net,09739519458,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,5 years at Bharat Electronics Limited,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Karan Vasa,30,chaudhurigeetika@example.com,00261077137,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,5 years at TCS,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Aachal Parekh,47,jagratipalan@example.com,+914033672362,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,4 years as a clinical psychologist,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Geetika Sahni,61,anay97@example.net,+915878944064,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,7 years at DRDO,Nanomaterials; Composite Materials; Metallurgy
Charles Patel,46,guhaoeshi@example.com,07940322110,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Vrishti Madan,53,uparmer@example.net,+911471605345,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,7 years at DRDO,Aerodynamics; Aircraft Design; Aerospace Propulsion
Nihal Rout,54,oni02@example.net,6076486855,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,4 years at Hindustan Aeronautics Limited,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Vedant Vyas,65,urmikrishnan@example.org,5376659870,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,9 years at DRDO,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Yoshita Raj,63,amrita20@example.net,+910580434436,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Dipta Dixit,58,faris04@example.net,00448184798,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,4 years at Indian Oil Corporation,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Isaac Natt,55,kiaan50@example.net,8631901685,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,5 years at a leading ceramics manufacturer,Ceramic Materials; High-Temperature Materials; Glass Science
Unnati Agarwal,43,madanhemang@example.net,00715723785,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,4 years at Maruti Suzuki,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Ojas Doctor,38,gpurohit@example.org,5818276256,Geology,PhD in Geology; Master's Degree in Applied Geology,9 years at Geological Survey of India,Petroleum Geology; Mineralogy; Geotechnical Engineering
Vivaan Dora,63,jack87@example.com,6276265578,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Vrishti Thaman,30,charita48@example.net,+912419403059,Physics,PhD in Physics; Master's Degree in Applied Physics,7 years at DRDO in material science,Solid State Physics; Quantum Mechanics; Nanotechnology
Priya Dada,60,caleb45@example.net,01260268626,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Anita Kohli,39,kannangayathri@example.net,02512407770,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,3 years at Boeing,Aerodynamics; Aircraft Design; Aerospace Propulsion
Vrishti Rao,37,maxsant@example.org,05609192404,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,6 years at Hindustan Aeronautics Limited,Aerodynamics; Aircraft Design; Aerospace Propulsion
Gaurav Sampath,51,praneel13@example.net,6011785486,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,4 years at Indian Oil Corporation,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Rohan Pandit,70,triptibanik@example.net,00527382507,Physics,PhD in Physics; Master's Degree in Applied Physics,5 years at Bhabha Atomic Research Centre,Solid State Physics; Quantum Mechanics; Nanotechnology
Pahal Aurora,62,tanvi08@example.com,+911461042725,Physics,PhD in Physics; Master's Degree in Applied Physics,4 years in nanotechnology research,Solid State Physics; Quantum Mechanics; Nanotechnology
Nidhi Setty,67,advayrastogi@example.org,1622185866,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,4 years as a clinical psychologist,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Gayathri Dash,63,patelvedant@example.net,3232702315,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,5 years in the semiconductor industry,Nanomaterials; Composite Materials; Metallurgy
Deepa Sethi,58,leelarai@example.net,8601605737,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,8 years at DRDO in materials research,Ceramic Materials; High-Temperature Materials; Glass Science
Nidhi Goswami,36,ekanta92@example.com,04164199260,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,8 years at DRDO in materials research,Ceramic Materials; High-Temperature Materials; Glass Science
Gopal Dora,36,siya81@example.org,09667966876,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,8 years at National Institute of Oceanography,Ocean Currents; Marine Ecosystems; Coastal Engineering
Finn Mishra,59,palldominic@example.net,00678118792,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,7 years at DRDO,Nanomaterials; Composite Materials; Metallurgy
Omaja Mani,32,onveer66@example.net,+911574746631,Geology,PhD in Geology; Master's Degree in Applied Geology,5 years at ONGC,Petroleum Geology; Mineralogy; Geotechnical Engineering
Ekapad Patel,52,yashvimani@example.org,9229182809,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,5 years in the semiconductor industry,Nanomaterials; Composite Materials; Metallurgy
Farhan Boase,33,mohantypooja@example.net,2622952509,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,8 years at DRDO,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Mugdha Ramaswamy,70,abhasahota@example.net,0995562530,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,5 years in pharmaceutical research,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Yashasvi Pal,50,amolbaria@example.net,4264580089,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,3 years at Boeing,Aerodynamics; Aircraft Design; Aerospace Propulsion
Maanav Gandhi,38,naksh50@example.org,2664233533,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,4 years at Tata Steel,Nanomaterials; Composite Materials; Metallurgy
Jonathan Goswami,59,ladli98@example.com,08725530189,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,6 years at Hindustan Aeronautics Limited,Aerodynamics; Aircraft Design; Aerospace Propulsion
Vedika Nair,31,bthakkar@example.com,7058703983,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,5 years at TCS,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Praneel Tailor,47,oviyagulati@example.org,05391842618,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,4 years in environmental consulting,Climate Modeling; Meteorology; Environmental Science
Owen Jayaraman,37,jhalakbava@example.com,09691001046,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,8 years at DRDO,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Tara Malhotra,54,krishnasha@example.net,05975930113,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,7 years at DRDO,Aerodynamics; Aircraft Design; Aerospace Propulsion
Bhavini Om,63,abava@example.org,01837500121,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,3 years at a leading telecommunications company,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Yashica Bassi,39,zboase@example.com,+911491882219,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,8 years at DRDO,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Tanay Panchal,31,samuelbail@example.org,2419690585,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,5 years at a leading ceramics manufacturer,Ceramic Materials; High-Temperature Materials; Glass Science
Urishilla Bawa,46,bishakha98@example.net,+919164319111,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,4 years as a clinical psychologist,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Ekta Narayanan,62,om01@example.com,+911311233462,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,7 years at DRDO,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Praneel Deo,37,janakisabharwal@example.net,5763223245,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Anvi Andra,55,tnatt@example.com,4878843189,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,5 years at Bharat Electronics Limited,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Ekani Gala,51,urvidyal@example.org,+917323135126,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Farhan Muni,63,kamyachander@example.org,7005504539,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,4 years as a clinical psychologist,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Widisha Saran,31,galabalvan@example.net,00645079790,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,8 years at DRDO in materials research,Ceramic Materials; High-Temperature Materials; Glass Science
Fitan Sawhney,62,manan94@example.org,+916500227783,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,5 years at DRDO in oceanography research,Ocean Currents; Marine Ecosystems; Coastal Engineering
Chaitaly Sachdev,30,mchaudhari@example.com,+917430600582,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,4 years in marine consulting,Ocean Currents; Marine Ecosystems; Coastal Engineering
Omya Kannan,35,rajata97@example.org,+912510424967,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,8 years at DRDO,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Anamika Mane,57,falgunisundaram@example.org,8856332163,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,4 years in data science,Mathematical Modelling; Cryptography; Applied Statistics
Chandani Mahajan,67,nilima08@example.net,2491139097,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,5 years at Bharat Electronics Limited,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Amol Morar,60,damini94@example.org,+919719205958,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Amaira Ranganathan,58,reddyfaris@example.com,04871732956,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,5 years at Tata Motors,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Vrinda Chand,37,bakhshisrinivas@example.net,2801484443,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,4 years in data science,Mathematical Modelling; Cryptography; Applied Statistics
Simon Sandhu,40,rajakeya@example.com,+912982802876,Physics,PhD in Physics; Master's Degree in Applied Physics,4 years in nanotechnology research,Solid State Physics; Quantum Mechanics; Nanotechnology
Onveer Tripathi,56,ekanichandra@example.org,03080717532,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,7 years at DRDO,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Xavier Barad,59,kothariraksha@example.net,07275995515,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,5 years at DRDO in cryptography,Mathematical Modelling; Cryptography; Applied Statistics
Vritti Patil,60,deshmukhupkaar@example.org,05483612144,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,5 years at Tata Motors,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Girindra Dayal,62,robertdas@example.net,9556360564,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,5 years at DRDO in climate modeling,Climate Modeling; Meteorology; Environmental Science
Anusha Shroff,45,danielgala@example.org,04538156372,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,4 years in data science,Mathematical Modelling; Cryptography; Applied Statistics
Isha Krishna,54,vrai@example.org,+915909831889,Geology,PhD in Geology; Master's Degree in Applied Geology,5 years at ONGC,Petroleum Geology; Mineralogy; Geotechnical Engineering
Gauri Brahmbhatt,31,ttrivedi@example.net,06903032291,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,6 years at DRDO,Power Electronics; Renewable Energy Systems; Smart Grids
Chaaya Dass,45,sara69@example.net,+911673178214,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,7 years at DRDO,Aerodynamics; Aircraft Design; Aerospace Propulsion
Oscar Dash,53,kapadiazilmil@example.org,6379420394,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,6 years at Hindustan Aeronautics Limited,Aerodynamics; Aircraft Design; Aerospace Propulsion
Balhaar Aggarwal,55,vasatika26@example.net,2238736253,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Wahab Varghese,36,yadavi98@example.net,6941254938,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,5 years in the semiconductor industry,Nanomaterials; Composite Materials; Metallurgy
Osha Koshy,64,dnadig@example.net,06289668634,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,8 years at DRDO,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Nathaniel Vyas,53,finn78@example.org,01568103241,Geology,PhD in Geology; Master's Degree in Applied Geology,9 years at Geological Survey of India,Petroleum Geology; Mineralogy; Geotechnical Engineering
Lakshit Dar,69,quincymohanty@example.net,02606539592,Geology,PhD in Geology; Master's Degree in Applied Geology,9 years at Geological Survey of India,Petroleum Geology; Mineralogy; Geotechnical Engineering
Lohit Ramaswamy,37,geranetra@example.com,+918393958644,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,8 years at DRDO,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Yuvraj Bumb,54,ltalwar@example.org,04063626164,Mechanical Engineering,PhD in Mechanical Engineering; Master's Degree in Mechatronics,4 years at Hindustan Aeronautics Limited,Thermodynamics; Mechanical Design Optimization; Robotics and Automation
Vasana Keer,42,mukhopadhyayurvi@example.org,9590666529,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,7 years at DRDO in cognitive psychology research,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Falan Borde,48,pchandran@example.com,5284212734,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,7 years at DRDO,Aerodynamics; Aircraft Design; Aerospace Propulsion
Dalbir Purohit,58,ssamra@example.org,3908699822,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,3 years at a leading telecommunications company,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Aarush Buch,30,elijah35@example.net,03631083418,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,3 years at Boeing,Aerodynamics; Aircraft Design; Aerospace Propulsion
Dayamai Dara,53,diya73@example.net,+913505481771,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Zinal Sidhu,45,gillzarna@example.net,+919136968960,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,4 years as a clinical psychologist,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Aarnav Konda,39,prisha09@example.com,3691950543,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Jagvi Bath,33,aperi@example.org,+915841452685,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,5 years in polymer research,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Nikita Khalsa,68,avi97@example.net,+913310384283,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,8 years at DRDO,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Hritik Upadhyay,54,reva51@example.net,+911967202652,Physics,PhD in Physics; Master's Degree in Applied Physics,4 years in nanotechnology research,Solid State Physics; Quantum Mechanics; Nanotechnology
Madhavi Nigam,63,tanay20@example.org,+916379127624,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,3 years at NTPC,Power Electronics; Renewable Energy Systems; Smart Grids
